title,author,publisher,year,pages,tags,description
갤럭시 바이크,이경주,사계절,2024,104,"문학, 200쪽 이하, 소설",할아버지가 돌아가신 후 자신의 생계를 책임지고 살아가는 무한에게 외계인 휴 빌이 찾아온다. 생활을 지키는 것만으로도 버거웠던 무한은 휴빌과의 만남을 통해 '어제와 다른 오늘'을 기대할 수 있는 마음의 여유를 갖게 된다. 짧은 작품이지만 존재와 존재가 만나 일어나는 변화에 대한 기대를 충분히 돋운다.
갤럭시 바이크,이경주,사계절,2024,104,"문학, 200쪽 이하, 소설",할아버지가 돌아가신 후 자신의 생계를 책임지고 살아가는 무한에게 외계인 휴 빌이 찾아온다. 생활을 지키는 것만으로도 버거웠던 무한은 휴 빌과의 만남을 통해 '어제와 다른 오늘'을 기대할 수 있는 마음의 여유를 갖게 된다. 짧은 작품이지만 존재와 존재가 만나 일어나는 변화에 대한 기대를 충분히 돋운다.
걱정 많은 어른들을 위한 화학 이야기,윤정인,푸른숲,2022,236,"과학, 200~300쪽, 교양","실생활의 화학에 대한 이야기를 조목조목 다정하게 알려준다. 슬라임은 정말 위험한지, 어떤 소독제가 안전한지, 코팅 프라이팬이 유해한지 등 화학 제품에 대한 막연하고 과한 불안감에서 해방시켜주는 유용한 책이다."
고백루프,박서련,창비,2024,204,"문학, 200~300쪽, 소설","청소년단편소설집. 아이돌, 폐업을 앞둔 장수극장의 주인 아들, 설렘을 느끼는 청소년 등을 주인공으로 한 이야기에서 ""시공간과 나이의 경계를 넘나들며"" 사랑이 펼쳐진다."
관타나모 키드,제롬 투비아나,돌베개,2024,176,"인문사회, 200쪽 이하, 교양",관타나모 수용소 최연소 수감자 무함마드 엘-고라니의 실화를 다룬 역사 그래픽노블.
관타나모 키드,제롬 투비아나,돌베개,2024,176,"인문사회, 200쪽 이하, 교양",관타나모 수용소 최연소 수감자 무함마드 엘-고라니의 실화를 다룬 역사 그래픽노블.
괜찮은 해피엔딩,이지선,문학동네,2022,248,"문학, 200~300쪽, 에세이","스물 세 살에 교통사고를 당해 전신에 엄청난 화상을 입었던 이지선을 기억하는가? 그 후 20년, 사고를 당한 게 아니라 만난 것이라고 말하는 그녀의 이야기를 들어보자. 극한의 고통 속에서도 희망 찾기의 비결을."
구멍(빛과 물질에 관한 이론),앤드류 포터,문학동네,2019,,"문학, 200~300쪽, 소설",아주 짧은 단편소설. 비극적인 사건을 아주 담담하게 묘사하면서 독자의 개입을 요청한다. 작품의 결말이 열려 있는 데다 '구멍'의 여러 상징적인 의미에 대해 토론하기 좋다. 자기의 내밀한 경험도 이야기 나눌 수 있을 만한 소설이다.
"그리고, 터지다",박희정,파시클,2023,264,"기타, 200~300쪽, 만화","여성 만화가 5인의 삶과 작품 세계, 만화라는 매체를 통해 자신의 이야기를 풀어내는 방식을 알 수 있다. 어려움 속에서도 그들이 만화를 그릴 수밖에 없었던 이야기는 짠한 마음을 불러일으키는 동시에 용기를 준다."
긍정의 말들,박산호,유유,2024,216,"문학, 200~300쪽, 에세이",예상 외로 공허한 파이팅으로 느껴지는 긍정의 말만 소개하지 않는다. 오히려 내면 속 어두운 면을 부각하는 말들로 마음을 건드려서 읽다보면 정말로 긍정의 마음이 된다.
기록하기로 했습니다.,김신지,휴머니스트,2021,216,"문학, 200~300쪽, 에세이",기록에 대한 열정을 제대로 불러일으키는 책. 대단한 것을 쓰겠다는 마음 없이 하루에 다섯 줄이라도 쓰면 충분하다는 생각을 가질 수 있다. 다양한 글감이 들어 있어서 자기에게 맞는 글을 취향껏 골라 당장 시작하면 된다.
꼬리에 꼬리를 무는 토지제도 이야기,김정진,주니어태학,2023,192,"인문사회, 200쪽 이하, 교양","어차피 우리에게 남은 땅은 없다. 토지의 소유와 세금 문제를 바탕으로 토지 제도의 변화가 사회에 미친 영향을 다룬다. 세계적인 부동산 문제에서 소수의 독점이라는 문제를 파악하고, 다음 세대가 한정된 땅을 잘 관리하기를 바라는 의도가 있다."
꼬리에 꼬리를 무는 토지제도 이야기,김정진,주니어태학,2023,192,"인문사회, 200쪽 이하, 교양","어차피 우리에게 남은 땅은 없다. 토지의 소유와 세금 문제를 바탕으로 토지 제도의 변화가 사회에 미친 영향을 다룬다. 세계적인 부동산 문제에서 소수의 독점이라는 문제를 파악하고, 다음 세대가 한정된 땅을 잘 관리하기를 바라는 의도가 있다."
"꾸준히, 오래, 지치지 않고",하지현,마티스블루,2024,260,"인문사회, 200~300쪽, 교양",열심히 하지 말고 그냥 하라는 말을 MBTI의 'T'처럼 말하는데 다정하게 한다. 열심히 일하다가 조직에서 지칠 때 읽으면 마음이 편안해진다. 잘하는 것보다 중요한 것은 지치지 않는 것이라는 저자의 말은 물꼬방의 생각과도 닮았다.
꿈을 걷는 소녀,백혜영,밝은미래,2024,260,"문학, 200~300쪽, 소설",사회적 참사(성수대교 붕괴)와 개인이 겪은 사건을 엮은 이야기로 매우 흥미롭고 몰입도가 엄청나다. 꿈을 통해 개인이 겪은 상처를 어루만져줄 수 있다는 내용이 따뜻하게 다가온다.
꿈을 걷는 소녀,백혜영,밝은미래,2024,260,"문학, 200~300쪽, 소설",사회적 참사(성수대교 붕괴)와 개인이 겪은 사건을 엮은 소설로 매우 흥미롭고 몰입도가 엄청나다. 꿈을 통해 개인이 겪은 상처를 어루만져줄 수 있다는 내용이 따뜻하게 다가온다.
나는 동물,홍은전,봄날의책,2023,264,"문학, 200~300쪽, 에세이","나'에 대한 성찰이 '사회'에 대한 성찰로, '나라는 존재'에 대한 성찰이 '인간뿐만 아니라 모든 생명을 지닌 존재'에 대한 성찰로 이어지는 책. 작가의 경험이 진솔하게 담긴 글이 쉽게 읽히지만 깊은 사유로 이끌어 준다."
나는 복어,문경민,문학동네,2024,192,"문학, 200쪽 이하, 소설","청산가리라는 별명을 가진 두현과, 특성화고 현장실습으로 나갔다가 중상을 입은 재석을 위해 1인 시위를 하는 재경의 이야기. '쇠도 깎을 수 있는' 멋진 10대 학생들의 단단한 마음을 만나게 된다."
나는 복어,문경민,문학동네,2024,192,"문학, 200쪽 이하, 소설","청산가리라는 별명을 가진 두현과, 특성화고 현장실습으로 나갔다가 중상을 입은 재석을 위해 1인 시위를 하는 재경의 이야기. '쇠도 깎을 수 있는' 멋진 10대 학생들의 단단한 마음을 만나게 된다."
"나는요,",김희경,여유당,2019,32,"기타, 200쪽 이하, 교양",나는 누구일까? 스스로에 대해 생각해보게 한다. 첫 시간 자신을 소개하기에 좋은 자료이다.
나도 기다리고 있어,이새해,아침달,2025,176,"문학, 200쪽 이하, 시","시인의 상상력을 따라가다 보면 슬픈 상징, 어른의 폭력, 무너진 신앙, 어떤 얼굴 등 만나게 되는 것들이 많아 마음이 고요해진다."
나를 돌보는 글쓰기,캐슬린 애덤스,들녘,2023,280,"인문사회, 200~300쪽, 교양",자기 치유하는 다양한 글쓰기 방법 소개 및 그 효과에 대해 나와 있다. 교사가 먼저 해보고 수업에서 적용할 만한 것을 연구하면 좋을 것 같아서 추천한다.
나를 보는 당신을 바라보았다,김혜리,어크로스,2017,344,"예술·문화, 300쪽 이상, 에세이",이런 상상을 해본다. 영화를 깊이 읽는 누군가가 있어서 ‘나는 이 영화를 보고 이런 걸 느꼈단다.’ 들려준다면... 저자는 자신의 해석을 강요하지 않는다. 그래서일까? 저자의 영화 이야기를 듣다보면 어느새 그 영화를 사랑하게 된다.
나와 판달마루와 돌고래,차무진,생각학교,2024,295,"문학, 200~300쪽, 소설",피아니스트 슬옹은 사건을 일으키고 가파도에 와서 아이들에게 피아노를 가르치게 된다. 슬옹은 그곳에서 초록 괴물 '판달마루'를 만나고 가파도의 아이들과 '판달마루'를 통해 바다에 쓰레기가 쌓여가고 돌고래가 죽어가는 현실을 직시한다.
나의 두 번째 교과서 × 이진우의 다시 만난 경제,이진우,페이지2,2025,328,"인문사회, 300쪽 이상, 교양","교과서에서 배우기 힘든, 죽을 때까지 모를 수도 있는, 현실에서 쓸모 있을 경제 지식들을, 답이 궁금한 질문을 바탕으로 알차게 펼쳐낸다. 돈의 양이 늘어나는 원리를 설명한 1장을 읽다보면 이 책이 평범하지 않다는 걸 알게 될 것이다."
나의 미국 인문 기행,서경식,반비,2024,264,"인문사회, 200~300쪽, 교양",디아스포라 서경식의 마지막 책. 죽는 순간까지도 소수자의 시선을 놓지 않았던 서경식의 사유의 진수를 엿볼 수 있다. 인문예술적 지식과 예리하고 깊은 사유로 미국이라는 나라를 포착해낸다.
나의 프리다,앤서니 브라운,웅진 주니어,2019,32,"기타, 200쪽 이하, 교양",화가 '프리다 칼로'를 그림책으로 표현한 책. 어떻게 자기 자신이 되어가는가를 살피게하는 책
남겨두고 싶은 순간들,박성우,창비,2024,148,"문학, 200쪽 이하, 시",일상을 다정한 시선으로 남겨두고 싶은 순간을 포착해 낸다. 당신에게 남겨두고 싶은 순간은 언제인지 질문을 던지고 그 순간을 남기고 싶다는 생각을 하게 된다.
남성과 함께하는 페미니즘,이한,동아시아,2025,264,"인문사회, 200~300쪽, 교양",성평등 교육 활동가인 (남성) 저자가 남성 청소년을 향해 띄우는 메시지가 담긴 책. 공고한 과거의 남성문화에서 벗어나 자유로운 존재로 살아갈 수 있는 방안으로 페미니즘을 제시한다. 청소년을 위한 페미니즘 입문서로 삼기에 적당하다.
내 귀는 짝짝이,히도 반 헤네흐텐,웅진주니어,1999,28,"기타, 200쪽 이하, 교양","자신이 지닌 남다른 외모로 무리에서 외톨이였던 이가 기발한 생각으로, 어떻게 무리와 잘 어울려 살아가는지 슬기를 배울 수 있는 책"
"내 마음속 감정들, 어떤 하루를 보낼까?",티나 오지에비츠,도도,2024,76,"기타, 200쪽 이하, 교양",우리가 느끼는 감정들로 우리의 마음이 어떤 상황인지 살피게 해주는 책
내가 고생이 많네,"시 허연, 그림 소복이",비룡소,2024,88,"문학, 200쪽 이하, 시",어린 아이의 눈으로 본 일상생활의 장면이 소복이의 그림과 어우러져 재미있다. 시가 어려운 학생들에게 추천.
내가 네번째로 사랑하는 계절,한정원,난다,2024,144,"문학, 200쪽 이하, 에세이",싫어한다는 말 대신 좋아함의 농도로 감정을 표현할 수 있다는 것을 알게해 주는 책이다. 시와 사진과 에세이가 잘 버무려져 있다.
너무 보고플 땐 눈이 온다,고명재,난다,2023,263,"문학, 200~300쪽, 에세이","고명재 시인의 산문집이다. 어린 시절 한때 자신을 키워줬던 비구니와의 인연을 소중히 여긴 이야기를 회상하며 쓴 글이다. 비구니로부터 배운 가르침을 실천하며 살아가려고 하며, 삶에 대한 이야기를 시처럼 풀어 놓는다."
너에게 남은 시간 죽음의 디데이,이혜린,풀빛,2024,216,"문학, 200~300쪽, 소설",어릴 적 사고로 부모님을 잃고 사람들 머리 위에 죽음의 디데이가 보이는 신기한 능력을 얻게 된 남중생의 이야기. 타인과 거리를 두려 하지만 새로운 관계가 시작되며 벌어지는 사건을 다룬 소설.
너의 오른발은 어디로 가니,강석희 외,돌베개,2024,236,"문학, 200~300쪽, 소설","돌봄을 소재로 쓴 단편 소설을 엮었다. '돌봄을 수행하는 청소년'을 머릿속에 떠올릴 때 그려지는 고정관념을 허문다. 돌보는 이, 돌봄 받는 이가 서로의 삶에 일으키는 변화가 그려진다. 가정폭력, 비거니즘, 로봇, 장애 등 다양한 소재가 다루어진다. 한 편도 빠뜨릴 수 없을 정도로 모두 훌륭하다."
너의 오른발은 어디로 가니,강석희 외,돌베개,2024,236,"문학, 200~300쪽, 소설",돌봄 소설집이라는 제목에서 느껴지는 편견과 달리 돌봄의 주체와 객체가 불분명한 이들의 삶 속에서 돌봄의 의미를 새로이 정의하게 만드는 소설.
네가 되어줄게,조남주,문학동네,2024,300,"문학, 200~300쪽, 소설","계획적이고 정리정돈을 잘하는 1980년생 엄마와 즉흥적이고 재미를 추구하는 2010년생 딸, 이 둘의 몸이 바뀐다. 요즘 유행인 타임슬립과 부모와 자녀의 상호 이해가 잘 어우러진 소설."
네가 되어줄게,조남주,문학동네,2024,300,"문학, 200~300쪽, 소설","계획적이고 정리정돈을 잘하는 1980년생 엄마와 즉흥적이고 재미를 추구하는 2010년생 딸, 이 둘의 몸이 바뀐다. 요즘 유행인 타임슬립과 부모와 자녀의 상호 이해가 잘 어우러진 소설."
네가 되어줄게,조남주,문학동네,2024,300,"문학, 200~300쪽, 소설","계획적이고 정리정돈을 잘하는 1980년생 엄마와 즉흥적이고 2010년생인 재미를 추구하는 딸, 이 둘의 몸이 바뀐다. 요즘 유행인 타임슬립과 부모와 자녀의 상호 이해가 잘 어우러진 소설."
노 휴먼스 랜드,김정,창비,2023,316,"문학, 300쪽 이상, 소설","기후 재난 이후를 다룬 SF 소설. 추리 소설을 읽는 듯한 긴장감을 느끼며 소설에 몰입할 수 있다. 기후 위기, 신약물질 개발, 권력자의 횡포 등을 주제로 다양한 이야기를 나눌 수 있다."
노 휴먼스 랜드,김정,창비,2023,316,"문학, 300쪽 이상, 소설","기후 재난 이후를 다룬 SF 소설. 추리 소설을 읽는 듯한 긴장감을 느끼며 소설에 몰입할 수 있다. 기후 위기, 신약물질 개발, 권력자의 횡포 등을 주제로 다양한 이야기를 나눌 수 있다."
논픽션 글쓰기 전설들,조문희 외,서해문집,2023,320,"기타, 300쪽 이상, 소설","논픽션 글쓰기의 전설로 불리는 언론인, 작가들을 신문 기자들이 인터뷰한 책. 그들의 이야기도 흥미롭고 인터뷰의 질도 매우 높아 인터뷰라는 장르를 공부할 좋은 교재가 된다."
다 다 다 다른 별 학교,윤진현,천개의 바람,2018,40,"기타, 200쪽 이하, 교양",모두 다른 개성을 지닌 아이들이 한 교실에서 어떻게 어울려 살아갈 것인가에 대해 의논하게 하는 책
다시 만날 세계에서,강유정 외,안온,2025,212,"인문사회, 200~300쪽, 에세이","비상계엄 이후, 광장으로 몰려나온 사람들, 그 중에서도 여성들의 사유하는 목소리가 기록되어 있다."
다시 봄 그리고 벤,"미바, 조쉬 프리기",우드파크픽처북스,2019,80,"기타, 200쪽 이하, 교양",아들을 잃은 노인은 산책 길에서 죽어가던 꿀벌을 만나 정성껏 키운다. 작가는 세월호 아이들을 생각했다고 한다.
다시 페미니즘의 도전,정희진,교양인,2023,360,"인문사회, 300쪽 이상, 교양","전작 <페미니즘의 도전>이 여성주의를 소개하는 입문서 역할을 했다면 2020년대 한국 사회를 살며 만나게 되는 이슈를 다룬 책. 피해자 중심주의, 성적 자기결정권 등 '여성주의의 언어'로 간주되던 개념들에 대한 저자의 비판적 의견을 곱씹어보며 수준 있는 토론을 할 수 있다. 고1에게 어려울 수 있으나, 관심있는 학생들은 잘 읽는다."
달리는 강하다,김청귤,래빗홀,2024,236,"문학, 200~300쪽, 소설",노인들이 좀비로 변하는 재난 상황에서도 움츠러들거나 도망가지 않고 할머니와 함께하는 주인공 강하다의 씩씩한 모습에 눈을 뗄 수 없을 정도로 몰입감이 엄청나다.
달리는 강하다,김청귤,래빗홀,2024,236,"문학, 200~300쪽, 소설",노인들이 좀비로 변하는 재난 상황에서도 움츠러들거나 도망가지 않고 할머니와 함께하는 주인공 강하다의 씩씩한 모습에 눈을 뗄 수 없을 정도로 몰입감이 엄청나다.
당근밭 걷기,안희연,문학동네,2024,167,"문학, 200쪽 이하, 시",일상의 풍경에서 깊은 사유를 담아낸다. 죽은 자의 영혼이나 식물 등 다양한 존재들이 화자가 되어 자신의 이야기를 들려준다. 시를 읽으면서 우리가 다른 존재와 어떻게 관계를 맺어 왔는지를 생각하게 된다.
당신은 제게 그 질문을 한 2만 번째 사람입니다,오혜민,날,2025,176,"인문사회, 200쪽 이하, 교양","저자가 페미니즘을 강의하면서 자주 받은 질문을 골라 답한 것으로, 교사들도 부딪히는 질문들이 대부분 등장하며 자세하게 설명되어 있다. 페미니스트로서 주변 지인에게 여러 질문을 받는 사람의 답안지 또는 필살기로 삼아도 좋을 책."
당신의 말이 역사가 되도록,"이호연, 유혜정, 박희정",코난붂스,2021,243,"인문사회, 200~300쪽, 교양",기록 활동에 관심 있는 분들이 읽으면 좋은 책. 인터뷰를 할 때 잃지 않아야 하는 기본적인 태도에 대해 생각할 수 있다. 인터뷰 수업을 앞두고 있는 교사가 읽으면 유익하다.
당신이 보고 싶어하는 세상(당신이 보고 싶어하는 세상),장강명,문학동네,2024,,"문학, 200~300쪽, 소설",자신이 보고 싶은 것만 볼 수 있도록 세상을 왜곡해서 볼 수 있는 '옵터'라는 기술이 실현된 세계를 배경으로 하는 소설. 상황의 설정 자체가 문제적이라 활발하게 토론이 일어날 수 있는 작품이다.
당신이 오려면 여름이 필요해,민구,아침달,2021,116,"문학, 200쪽 이하, 시",유머와 쓸쓸함을 동시에 느낄 수 있는 시집. 시란 본래 그런 것이 아니던가.
대온실 수리 보고서,김금희,창비,2024,416,"문학, 300쪽 이상, 소설",대온실이라는 참신한 소재를 중심으로 일제강점기라는 역사적 배경 속에서 여러 등장 인물들의 삶을 수리하고 복원하는 과정을 다룬 성장소설.
대치골 허생전(킬러 문항 킬러 킬러),최영,한겨레출판,2024,,"문학, 200~300쪽, 소설",허생전을 패러디해 지금의 교육 현실을 녹여냈다. 유쾌함 뒤 씁쓸함이 묻어있다.
대한민국 재난의 탄생,홍성욱 외,동아시아,2024,208,"과학, 200~300쪽, 교양","대한민국에서 발생한 여러 재난을 과학기술학의 관점에서 연구한 내용을 담은 책. 세월호 참사에서 해경은 왜 구조에 실패했는가, 가습기 살균제 피해 규모에 비해 왜 심각성이 덜 느껴지는가, 계속되는 재난에서 무엇을 배울 수 있는가를 생각하게 만든다. 인문과 과학이 잘 어우러진 책으로 추천한다."
도넛을 나누는 기분,김소형 외,창비,2025,200,"문학, 200쪽 이하, 시","청소년을 위한 시들을 모아놓은 것 같지만 성인에게도 파장을 일으킨다. 스무 명 시인들의 시에서 학창 시절을 건드리는 시들을 모았다.(같은 제목, 같은 내용의 청소년시선 판형도 있다.)"
동시 유령의 비밀 수업,김제곤 엮음,창비,2023,284,"문학, 200~300쪽, 시",동시 입문 서적으로 적합. 톡톡 튀는 동시 퀴즈를 통해서 동시의 사랑스러움을 알 수 있다. 동시의 비밀을 밝히다보면 어느 새 꽤 많은 동시들을 알 수 있을 것 같다.
두 사람의 인터내셔널,김기태,문학동네,2024,331,"문학, 300쪽 이상, 소설",아홉편의 단편 소설들이 담긴 소설집이다. 평범한 사람들의 삶을 조심스러우면서도 예리한 시선으로 그려낸다. 평범한 사람들에게 일어나는 특별하다고 느껴지는 일들을 통해서 평범한 삶이 어떤 것인지 생각해 볼 수 있게 한다. 작품마다 흥미롭게 전개되는 이야기들이 우리 삶을 돌아보게 한다.
두더지 잡기,마크 헤이머,카라칼,2021,288,"문학, 200~300쪽, 시","생물학 책이자 에세이이자 시집. 두더지에 대한 관찰과 경험을 소박하게 이야기하고, 끝에 시를 한 편씩 덧붙이는데 글의 어루어짐이 좋다. 번역이 훌륭해서 문장 하나하나가 빛난다."
두부를 구우면 겨울이 온다,한여진,문학동네,2023,152,"문학, 200쪽 이하, 시","일기를 읽듯 쉽게 읽히지만, 질문이 남는 시가 많다. 여럿이 함께 읽고 이야기 나누기 좋은 시집. 이미지가 두드러지는 작품이 많다."
드라마 만드는 여자들,백시원,느린서재,2024,380,"기타, 300쪽 이상, 교양","드라마에 관심 있는 청소년이 흥미롭게 읽을 책. 드라마 제작 과정에서 피디가 어떤 철학과 관점을 가지고 일하는지 알 수 있다. 인터뷰어인 백시원 피디의 질문하는 능력, 글을 정리하는 실력이 좋다."
라이프 재킷,이현,창비,2024,272,"문학, 200~300쪽, 소설","천우는 SNS에 요트 '천우신조호'의 사진을 올리며 #요트탈사람, 해시태그를 건다. 그것을 보고 모인 5명의 아이들은 관리가 안 된 요트를 타고 바다로 나간다. 우연히 모인 이들의 앞에 위험한 순간이 다가오고 천우는 책임을 지기 위해 어떤 결심을 한다."
러브 피브틴,전앤,북다,2024,208,"문학, 200~300쪽, 소설","테니스를 소재로 한 운동소설. 자아의 다층성, SNS의 기쁨과 슬픔, 노동, 인권, 청소년의 성과 사랑, 체육계 미투 등 자칫 무겁고 비장하게 흘러갈 수 있는 소재들이 테니스의 팽팽한 라켓 줄처럼 잘 연결되어 있다."
레인보우 내 인생,윤해연,다른,2024,168,"문학, 200쪽 이하, 소설","레즈비언 엄마들과 살아가는 이다의 이야기. 성소수자의 힘든 삶이 생생하게 나타나 있고, 책을 읽다 보면 그들의 삶을 좀 더 공감하고 이해할 수 있다. 사회의 차별과 편견으로 인해 힘들어하는 이다에게 힘을 주고 위로해주는 괜찮은 어른 '허 할아버지'가 인상 깊다."
마음을 보내려는 마음,박연준,창비,2024,216,"문학, 200~300쪽, 에세이",일상에서 흔히 접하는 명사를 관찰해 사색이 담긴 자신만의 정의로 특별하게 바꾸어 독자의 마음을 맑게 정화해 준다.
만질 수 있는 생각,이수지,비룡소,2024,344,"예술·문화, 300쪽 이상, 에세이","볼로냐상 수상작가 이수지의 그림책 에세이. 자신이 그동안 어떻게 그림책 작업을 해 왔는지, 예술가이자 엄마로서 살아가는 일상을 담백하게 서술한다. 예술가를 꿈꾸는 학생이나 육아 중인 어른에게도 도움이 된다."
만질 수 있는 생각,이수지,비룡소,2024,344,"문학, 300쪽 이상, 에세이","볼로냐상 수상작가 이수지의 그림책 에세이. 자신이 그동안 어떻게 그림책 작업을 해 왔는지, 예술가이자 엄마로서 살아가는 일상을 담백하게 서술한다. 예술가를 꿈꾸는 학생이나 육아 중인 어른에게도 도움이 된다."
모두가 듣는다,루시드 폴,돌베개,2023,248,"예술·문화, 200~300쪽, 에세이",뮤지션이 들려주는 음악에 대한 사유는 우리가 가졌던 음악에 대한 생각을 바꿔 놓는다. 이 책을 읽으며 '음악은 모든 존재가 서로를 인정하고 공명하는 세계'임을 깨달은 후 세상을 보면 더 큰 세상이 내 앞에 펼쳐져 있음을 깨닫는다.
무지의 즐거움(지적 흥분을 부르는 천진한 어른의 공부 이야기),우치다 다쓰루,유유,2024,266,"인문사회, 200~300쪽, 교양",배우고자하는 마음은 어디서 비롯하는가? 이해할 수 없는 상황에서도 멈추지 않고 '공중에 매달릴 수 있는 능력' 곧 지적 폐활량을 갖도록 해주어야 앎에의 경계가 확장되지 않겠느냐고 건네는 저자의 말에 귀가 솔깃해지는 책이다.
물 없는 수영장,김선정,사계절,2024,232,"문학, 200~300쪽, 소설",구제역 대량 살처분을 소재로 삼은 소설. 학교에서 일어나는 의문의 사건을 추적하는 과정이 작품이 끝날 때까지 긴장감을 유지하게 한다. 청소년 소설이지만 구제역 사건을 일으킨 축산 업계의 구조적 문제와 이해관계 등 문제의 본질을 직시하게 한다는 점이 돋보인다.
물 없는 수영장,김선정,사계절,2024,232,"문학, 200~300쪽, 소설",구제역 대량 살처분을 소재로 삼은 소설. 학교에서 일어나는 의문의 사건을 추적하는 과정이 작품이 끝날 때까지 긴장감을 유지하게 한다. 청소년 소설이지만 구제역 사건을 일으킨 축산 업계의 구조적 문제와 이해관계 등 문제의 본질을 직시하게 한다는 점이 돋보인다.
물없는 수영장,김선정,사계절,2024,232,"문학, 200~300쪽, 소설",구제역 대량 살처분을 소재로 삼은 소설. 학교에서 일어나는 의문의 사건을 추적하는 과정이 작품이 끝날 때까지 긴장감을 유지하게 한다. 청소년 소설이지만 구제역 사건을 일으킨 축산 업계의 구조적 문제와 이해관계 등 문제의 본질을 직시하게 한다는 점이 돋보인다.
미노리와 테츠(최소한의 최선),문진영,문학동네,2023,,"문학, 200~300쪽, 소설",인간관계에서 느끼는 미묘한 감정을 섬세하게 다루고 있다. 친한 관계 속에서도 묘하게 멀어지는 지점이나 멀리서 보았을 때는 미처 알아채지 못한 관계와 감정들에 대해 이야기 나누기 좋은 소설.
미래를 먼저 경험했습니다,김영화,메멘토,2024,256,"인문사회, 200~300쪽, 교양",2021년 8월 ‘미라클 작전’으로 카불에서 구출한 아프간 특별 기여자 가족(총 391명) 중 울산에 정착한 157명과 그들을 이웃으로 받아들인 사람들의 이야기. 함께 살아가는 방법을 몸으로 직접 터득한 사람들의 생생한 사연을 통해 다른 문화를 가진 사회와 만나는 법을 생각하게 한다.
미래를 먼저 경험했습니다,김영화,메멘토,2024,256,"인문사회, 200~300쪽, 교양",2021년 8월 ‘미라클 작전’으로 카불에서 구출한 아프간 특별기여자 가족(총 391명) 중 울산에 정착한 157명과 그들을 이웃으로 받아들인 사람들의 이야기. 함께 살아가는 방법을 몸으로 직접 터득한 사람들의 생생한 사연을 통해 다른 문화를 가진 사회와 만나는 법을 생각하게 한다.
방구석 미술관,조원재,블랙피쉬,2018,344,"예술·문화, 300쪽 이상, 교양","재미있고 친근하게 미술 분야에 다가가게 해준다. '죽음 앞에 절규한 뭉크, 사실은 평균 수명을 높인 장수의 아이콘?', '미술계 혁명가 프리다 칼로, 알고 보니 원조 막장드라마의 주인공?'등으로 구성되어 있다."
베아,이희영,위즈덤하우스,2024,248,"문학, 200~300쪽, 소설",비스족을 다스리는 '쿤'의 후계자인 베아가 죽음의 숲인 '케이브'를 지나서 운명의 땅인 '사라아'로 가는 여정을 다룬 판타지. 단군 신화를 새롭게 해석해서 세련된 판타지로 만든 소설가의 상상력이 놀랍다. 모험이나 영웅물을 좋아하는 학생들이 재미있게 읽을 수 있다.
보내는 마음,서유미,마음산책,2025,200,"문학, 200쪽 이하, 소설","일상에서 마주하는 상실, 그 순간을 지나가면서 가만히 자신을 보듬는 인물들이 등장하는 짧은 소설 모음집이다."
보편교양(두 사람의 인터내셔널),김기태,문학동네,2024,,"문학, 200~300쪽, 소설","고등학교 '고전읽기' 수업을 배경으로, 교사와 학생들의 온도 차를 사실적으로 그려낸다. 교사 곽은 열정적으로 많은 수업 준비를 하지만 수업 시간에 학생들은 대체로 관심을 보이지 않는다. 교사의 시선으로 본 교실을 사회학적인 시선으로 그러낸 것이 흥미롭다."
부모 말고 모모,로진느 마이올로,사계절,2023,200,"문학, 200쪽 이하, 에세이","레즈비언 부부가 아이를 낳기 위해 거친 여정과 그 후의 이야기를 다룬 에세이. 보조생식술, 가족, 나아가 게이 부부의 대리모에까지 닿아 있다. 모두가 같은 사람이지만 다른 처지에 있음을 알게 해준다."
불매소리,박윤규,다른,2024,172,"인문사회, 200쪽 이하, 소설",고려시대 다인 철소 천민들의 삶이 생생하게 드러나 있고 철소민들이 힘을 합쳐 무기를 만들어 몽골군에게 대항하는 투지가 순수하고 감동적이다. 이 책을 읽다 보면 고려인들의 씩씩하고 밝은 모습에 반하게 된다. 그동안 거의 다루지 않았던 철소 천민들의 삶을 소설로 접할 수 있다.
불안 세대,조너선 하이트,웅진지식하우스,2024,528,"인문사회, 300쪽 이상, 교양","미디어가 단지 아이들의 학습에만 영향을 미치는 게 아니라 말 그대로 ‘병들게’ 하고 있음을 여러 연구 결과를 바탕으로 보여준다. 정부와 테크회사, 학교, 부모가 할 수 있는 일로 나누어 해결방안을 제안하고 있다는 점도 유의미한 시사점을 제공한다."
브로콜리를 좋아해?,김지현,사계절,2024,200,"문학, 200쪽 이하, 소설",청소년들의 비건을 다루고 있는데 극적이지 않게 조금씩 변해가는 청소년들의 모습이 사랑스럽고 따뜻하다. 사회적인 위치로 어른을 특정 짓지 않는 작가 의식이 참 좋다.
브로콜리를 좋아해?,김지현,사계절,2024,200,"문학, 200쪽 이하, 소설",청소년들의 비건을 다루고 있는데 극적이지 않게 조금씩 변해가는 청소년들의 모습이 사랑스럽고 따뜻하다. 사회적인 위치로 어른을 특정 짓지 않는 작가 의식이 참 좋다.
브로콜리를 좋아해?,김지현,사계절,2024,200,"문학, 200쪽 이하, 소설",청소년들의 비건을 다루고 있는데 극적이지 않게 조금씩 변해가는 청소년들의 모습이 사랑스럽고 따뜻하다. 사회적인 위치로 어른을 특정 짓지 않는 작가 의식이 참 좋다.
